name,sourceJsonPath,description,longDescription,categories,relatedBlocks,includeInWebDocumentation,part_1_name,part_1_description,part_1_type,part_2_name,part_2_description,part_2_type,part_3_name,part_3_description,part_3_type,part_4_name,part_4_description,part_4_type,part_5_name,part_5_description,part_5_type,part_6_name,part_6_description,part_6_type,part_7_name,part_7_description,part_7_type,part_8_name,part_8_description,part_8_type,part_9_name,part_9_description,part_9_type,part_10_name,part_10_description,part_10_type,part_11_name,part_11_description,part_11_type,part_12_name,part_12_description,part_12_type,part_13_name,part_13_description,part_13_type,part_14_name,part_14_description,part_14_type,part_15_name,part_15_description,part_15_type,part_16_name,part_16_description,part_16_type,part_17_name,part_17_description,part_17_type,part_18_name,part_18_description,part_18_type,part_19_name,part_19_description,part_19_type,part_20_name,part_20_description,part_20_type,part_21_name,part_21_description,part_21_type,part_22_name,part_22_description,part_22_type,part_23_name,part_23_description,part_23_type,part_24_name,part_24_description,part_24_type,part_25_name,part_25_description,part_25_type
saber,../NewPatch/Assets/Blocks\saber\saber.json,,,"[""Interfaces/Special""]",[],False,IsHoldingSaber,,,Length,,,MoveSpeed,,,RotationSpeed,,,TriggerPressValue,,,SaberObject,,,PULL_extend,,,audio_input,,,Haptic_input,,,BladeLength,,,color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,../NewPatch/Assets/Blocks\sample\sample.json,,,[],[],True,Grab_interactiveBase,,,Hit_interactiveBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_and_hold,../NewPatch/Assets/Blocks\sample_and_hold\sample_and_hold.json,Stores the value of a signal when a clock or event is received.,,"[""Audio/Generators""]",[],True,Clock input,Each time when this values goes high the input signal value will be held.,stream input,Signal input,Signal to be sampled.,stream input,sample,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_hit_detector,../NewPatch/Assets/Blocks\sample_hit_detector\sample_hit_detector.json,,,[],[],False,sample_hit_detected,,,new_sample_hit_detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_info,../NewPatch/Assets/Blocks\sample_info\sample_info.json,,,"[""Experimental""]",[],True,trigger,,,GRAB (1),,,sample_duration,,,num_beats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_player,../NewPatch/Assets/Blocks\sample_player\sample_player.json,,,[],[],True,cursor,,,buffer_index,,,GRAB (1),,,end_of_sample,,,num_beats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_player_cut,../NewPatch/Assets/Blocks\sample_player_cut\sample_player_cut.json,,,[],[],True,speed,,,buffer_index,,,GRAB (1),,,play,,,end_of_sample,,,start_position,,,duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_recorder,../NewPatch/Assets/Blocks\sample_recorder\sample_recorder.json,,,[],[],True,input,,,cursor,,,Record_command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturator,../NewPatch/Assets/Blocks\saturator\saturator.json,Applies a simple tanh distortion/saturation to the incoming signal.,,"[""Experimental""]",[],True,s_IN,,,body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scene_watcher,../NewPatch/Assets/Blocks\scene_watcher\scene_watcher.json,"Ouputs marble's hits on the mixed reality walls, ceiling or floor. You can also change the bounciness.","Ouputs marble's hits on the mixed reality walls, ceiling or floor. You can also change the bounciness.","[""Motion/Marble Run""]",[],False,XJoltOutput,,,YJoltOutput,,,VelocityJoltOutput,,,IsFloorJoltOutput,,,IsCeilingJoltOutput,,,WallIndexJoltOutput,,,WindowsIndexJoltOutput,,,DoorsIndexJoltOutput,,,DeskIndexJoltOutput,,,OthersSideJoltOutput,,,OtherIndexJoltOutput,,,GrabArea,,,knob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scifi_nopales_floor,../NewPatch/Assets/Blocks\scifi_nopales_floor\scifi_nopales_floor.json,,,"[""Stages""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scope,../NewPatch/Assets/Blocks\scope\scope.json,Displays signal data.,,"[""Audio/Effects""]",[],True,s_IN_0,,,s_IN_1_inWindow,,,toggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selectionpass,../NewPatch/Assets/Blocks\selectionpass\selectionpass.json,,,"[""Logic/Connectors""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sequence,../NewPatch/Assets/Blocks\sequence\sequence.json,Routes an incoming jolt to one of many outputs.,,"[""Logic/Conditional""]","[""sequence_loop"", ""sequence_random""]",True,Select output,Selects to which output the incoming jolt will be routed to.,stream input,Pull,Pull to set the number of output gates.,interactive,Input,Receives the jolt which will be routed to the selected output.,jolt input,Output,Emits the routed jolt value. One of the possible outputs the input may be routed to.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sequencer,../NewPatch/Assets/Blocks\sequencer\sequencer.json,Allow you to sequencer your ghosts.,,"[""Experimental""]",[],False,,,,Duration,Duration of the clip.,,Position,When does the clip start?,,Trim,Allows you to select only a part of the clip.,,Loop setting,How many times the clip should loop?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sequence_loop,../NewPatch/Assets/Blocks\sequence_loop\sequence_loop.json,Routes an incoming jolt to one of many outputs in a looping manner.,,"[""Logic/Conditional""]","[""sequence"", ""sequence_random""]",True,Input,Receives the jolt which will be routed to the currently selected output and proceed to the next output.,jolt input,Pull,Pull to set the number of output gates.,interactive,Select output,Select which output should be used next time an input is received.,jolt input,Output,Emits the routed jolt value. One of the possible outputs the input may be routed to.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sequence_random,../NewPatch/Assets/Blocks\sequence_random\sequence_random.json,Routes an incoming jolt to a random output.,,"[""Logic/Conditional""]","[""sequence"", ""bernoulli""]",True,Input,Receives the jolt which will be routed to one of the outputs at random.,jolt input,Pull,Pull to set the number of output gates.,interactive,Output,Emits the routed jolt value. One of the possible outputs the input may be routed to.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_active,../NewPatch/Assets/Blocks\set_active\set_active.json,Similar to set visible.,,"[""System""]",[],False,Set Active,,,Target blocks,Click & drag to select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_animation,../NewPatch/Assets/Blocks\set_animation\set_animation.json,"Play animation from a 3D model. You can control playback time, weight, layer.","When a group of different 3D models is selected, it can control them all at once.
Animations can be set to Additive mode in inspector, to play over other animations.","[""Visuals/Media""]",[],False,Previous,Browse through all animations.,,Next,Browse through all animations.,,Weight 0-1,How much the animation is visible.,,Layer,"When two animation are playing, layer determines which has the priority. (positive whole number)",,Playback Time,"Use to control animation progress. Expected value is from 0 to 1.
In Inspector you can change it use progress time in seconds to instead, to ensure playing at original speed.",,Select 3D Model,"Select a 3D Model with animations, or a group containing multiple 3D Models.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_blendshape,../NewPatch/Assets/Blocks\set_blendshape\set_blendshape.json,Animate 3D models with blendshapes.,"- Click and drag selector to the 3D model
- Choose a blendshape using previous and next button
- Adjust the value to animate the blend shape.","[""Visuals/Media""]",[],False,Previous shape,,,Next shape,,,Blendshape Value,,,Blendshape Value,,,Click and drag to a 3D model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_dsp_enabled,../NewPatch/Assets/Blocks\set_dsp_enabled\set_dsp_enabled.json,Enable or disable audio processing for selected blocks.,,"[""System""]",[],True,Selector,Selects which blocks/groups to enable or disable.,selector,DSP Enable,"Send a 1 to enable DSP processing, 0 to disable.",jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_hittable,../NewPatch/Assets/Blocks\set_hittable\set_hittable.json,Add the ability to be hit to any block. Outputs hit velocity.,,"[""Motion/Physics""]",[],False,Blocks to make hittable,Click and drag to a block to make it hittable.,,Minimum velocity,Minimum velocity for the outputs to be triggered.,,Collided with,Output previous block which subject collided with.,,Hit velocity,Ouputs speed when a collision occurs.,,Enable Collision,Used to toggle collision (jolt output is still triggered when a block goes through),,Enable Collision,Used to toggle collision with a value above 0.5. (jolt output is still triggered when a block goes through),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_interactive,../NewPatch/Assets/Blocks\set_interactive\set_interactive.json,,,"[""System""]",[],False,Set Interactive,(send a jolt < 0.5 to disable interactivity),,Target Blocks,Click & drag to select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_material,../NewPatch/Assets/Blocks\set_material\set_material.json,"Let you change the texture and materials to other block.
Drag and drop from the ball to another block to change its look.","You can also select which mesh inside the block is affected, change colors, use snapshot block to make new textures...","[""Visuals/Design""]",[],False,Previous,Previous material in library (will cancel your changes),,Next,Next material in library (will cancel your changes),,SelectionShader,,,Block Select,Drag and drop to any block to change its material.,,Mesh Select,Toggle which meshes of the block will be affected.,,Close,"Material we still remain hidden, can be displayed again using the Material Brush.",,Spawn Brush,Spawn a brush to apply your material to objects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set_visible,../NewPatch/Assets/Blocks\set_visible\set_visible.json,,,"[""System""]",[],False,Set Visibility State,(> 0.5 is visible),,Target blocks,Blocks to switch visible/invisible (click & drag to select),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape,../NewPatch/Assets/Blocks\shape\shape.json,Set of different shapes. You can change them using the inspector.,,"[""Visuals/Design""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sign,../NewPatch/Assets/Blocks\sign\sign.json,"Sign of incoming value: 1 if positive, -1 if negative.",,"[""Audio/Converters""]","[""compare""]",True,s_IN_0," a",,Input,Value for which the sign will be determined.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sin,../NewPatch/Assets/Blocks\sin\sin.json,Calculates sine value of A,,"[""Audio/Converters""]","[""cos""]",True,s_IN_0, a,,A,Value for which the sine will be calculated.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip_button,../NewPatch/Assets/Blocks\skip_button\skip_button.json,Press the button - triggers a jolt input when activated.,,"[""Interfaces/Tap""]",[],True,Button,Button,,Emitter,Emits jolt of active value,,e_I,Jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slider,../NewPatch/Assets/Blocks\slider\slider.json,You can change the value with your controller. Goes from 0 to 1.,,"[""Interfaces/Tweak""]",[],True,Grab sphere VR,,,eR_set,,,PULL_extend,,,PULL_fader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliderboard,../NewPatch/Assets/Blocks\sliderboard\sliderboard.json,Editable array of silders.,,"[""Logic/Sequencing""]",[],True,btn_dbug,,,ResizeHandle,,,OUT,,,WRITE,,,s_IN_0_rows,,,s_IN_1_columns,,,Grab sphere VR,,,eR_set,,,PULL_extend,,,PULL_fader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slider_3d,../NewPatch/Assets/Blocks\slider_3d\slider_3d.json,"A three-dimensional slider with x, y, and z outputs.",,"[""Interfaces/Tweak""]",[],True,hide_show,Send a value of one to show the ball or zero to hide it.,jolt input,extend_x,Pull to extend the x-axis.,interactive,extend_y,Pull to extend the x-axis.,interactive,extend_z,Pull to extend the z-axis.,interactive,ball,The ball whose position determines the output values.,interactive,output_x,Outputs the x position of the ball.,stream output,output_y,Outputs the y position of the ball.,stream output,output_z,Outputs the z position of the ball.,stream output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slider_3d_jolt,../NewPatch/Assets/Blocks\slider_3d_jolt\slider_3d_jolt.json,A slider with three axes that lets you control three values at onces.,Has three resizable axes. Sends out a jolt per axis and has jolt inputs to set the value along each axis individually.,"[""Interfaces/Tweak""]",[],True,Resize,Drag to resize,Interactive,Value,Drag to change the output value,Interactive,Output X,Sends out the value of the X axis.,jolt output,Output Y,Sends out the value of the Y axis.,jolt output,Output Z,Sends out the value of the Z axis.,jolt output,Input X,Send a jolt between zero and one to set the value along the X axis.,Jolt input,Input Y,Send a jolt between zero and one to set the value along the Y axis.,Jolt input,Input Z,Send a jolt between zero and one to set the value along the Z axis.,Jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slider_db,../NewPatch/Assets/Blocks\slider_db\slider_db.json,,,"[""Interfaces/Tweak""]",[],True,Grab sphere VR,,,eR_set,,,PULL_extend,,,PULL_fader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slider_jolt,../NewPatch/Assets/Blocks\slider_jolt\slider_jolt.json,A liner slider that can be used to control all sorts of stuff.,"A resizable linear slider that by default sends out values between zero and one. The min, max and midpoint values can be changed via the inspector.","[""Interfaces/Tweak""]",[],False,Resize,Drag to change length.,Interactive,Value,Drag to change the value of the slider.,Interactive,input,Send a jolt (normally between zero and one) to set the value of the slider.,Jolt input,output,Sends out the value of the slider.,Jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snapshot,../NewPatch/Assets/Blocks\snapshot\snapshot.json,"Can be used to make 2D or 360 images, to display in the game.","Connected to image blocks, it can render live video or image for visual or use as texture.","[""Visuals/Media""]",[],False,grab,,,InteractiveSelector,"Connect this image block, to display what the snapshot sees.",,Render,Render to connected image blocks.,,Save,"Render, save the image in your library, and create an image block with your image.",,Field of view,Field of view in degrees.,,Projection mode,"0: Classic, 1: 360, 2:Orthographic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snapshotsmanager,../NewPatch/Assets/Blocks\snapshotsmanager\snapshotsmanager.json,Record different state of the world.,,"[""System""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spacer,../NewPatch/Assets/Blocks\spacer\spacer.json,Connect to streams away from each other.,,"[""Logic/Connectors""]",[],True,arm_handle,,,s_IN,Stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speaker,../NewPatch/Assets/Blocks\speaker\speaker.json,This is your sound source. Speakers translate the values of what you are building into audio.,,"[""Deprecated""]",[],True,s_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speakerControllers,../NewPatch/Assets/Blocks\speakerControllers\speakerControllers.json,,,[],[],False,input,,,pan,,,spatialness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speaker_2D,../NewPatch/Assets/Blocks\speaker_2D\speaker_2D.json,A non-spatialised sound source outputting directly to your physical speakers or headphones. Speakers translate the values of what you are building into audio. Use the second input to control panning (-1 to 1).,,[],[],True,s_IN," Audio input",,s_IN_pan, Left/Right pan (-1 to 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectrum_capture,../NewPatch/Assets/Blocks\spectrum_capture\spectrum_capture.json,Does fft (spectrum) analysis of the incoming signal and let's you read it out via a cursor input.,,"[""Audio/Converters""]",[],False,Output,stream output,Outputs the spectrum magnitude value at the given read cursor input.,Input,The signal you wish to analyze.,stream input,Read cursor,"Expects a clock going from zero to one, used for reading out the spectrum.",stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speed,../NewPatch/Assets/Blocks\speed\speed.json,"Outputs the speed and acceleration. Use inside groups to make e.g. shakers, and other instruments that react to movement.",,"[""Interfaces/Move""]",[],False,Speed X axis,,,Acceleration X axis,,,Speed,Speed in meter per second.,,Acceleration,,,Speed Y axis,,,Acceleration Y axis,,,Speed Z axis,,,Acceleration Z axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
split,../NewPatch/Assets/Blocks\split\split.json,"Splitter, transmits one input stream as two identical stream outputs (A and B) - like a thru box or splitter box.",,"[""Deprecated""]","[""extension"", ""fork""]",True,BODY,,,Input,Stream input to be passed to both (A and B) outputs unchanged.,stream input,Output A,First stream output.,stream output,Output B,Second stream output.,stream output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotlight,../NewPatch/Assets/Blocks\spotlight\spotlight.json,HSV-colored spot light.,,[],[],True,hue,,,saturation,,,value,,,Angle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_one,../NewPatch/Assets/Blocks\stage_one\stage_one.json,,,"[""Stages""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_rainbow,../NewPatch/Assets/Blocks\stage_rainbow\stage_rainbow.json,,,"[""Stages""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_two,../NewPatch/Assets/Blocks\stage_two\stage_two.json,,,"[""Stages""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_violin,../NewPatch/Assets/Blocks\stage_violin\stage_violin.json,,,"[""Stages""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staircase,../NewPatch/Assets/Blocks\staircase\staircase.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statevariable,../NewPatch/Assets/Blocks\statevariable\statevariable.json,"A state variable filter, with center frequency, resonance and filter type settings.",,"[""Audio/Filters""]","[""lowpass"", ""highpass"", ""onepole"", ""ladder"", ""allpass2""]",True,Signal input,The input signal.,stream input,Center frequency,Center frequency of the filter (in Hz). Must not be less than one.,stream input,Resonance,Resonance of the filter. Must not be less than zero.,stream input,Filter type,"Sets the type of the filter. 0:HP, 1:BP, 2:LP, 3:UBP, 4:Notch, 5:AP, 6:Peak, 7:LS, 8:BS, 9:HS",jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stepped_dial,../NewPatch/Assets/Blocks\stepped_dial\stepped_dial.json,A dial with a configurable number of steps.,Used for switching between two or more discrete options.,"[""Interfaces/Tweak""]",[],True,input,Sets the currently selected step.,jolt input,output,Emits the currently selected step when it changes.,jolt output,Dial,Press trigger and turn to move the dial.,Interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stoe,../NewPatch/Assets/Blocks\stoe\stoe.json,Send a jolt value each time the input stream changes. (max 90Hz by default),,"[""Audio/Converters""]",[],True,input,The stream to convert.,stream input,output,Emits the value of the incoming stream as a jolt.,event output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stream_capture,../NewPatch/Assets/Blocks\stream_capture\stream_capture.json,Captures and downsamples streams so they can be used with e.g. the procedural_line block.,,"[""Audio/Converters""]",[],False,Output,The value of the internal buffer at the current read cursor position.,stream output,Signal,The signal you whish to capture.,stream input,Read cursor,Expects a clock going from 0 to 1. The value of the clock determines which part of the internal buffer is read and set to the stream output.,stream input,Window size,Sets how long it should take to capture one buffer in seconds.,knob,Mode,"Sets the capture mode. 0: rolling, 1: scrolling, 2: paged, 3: zero-cross triggered.",jolt input,Freeze,"Send a 1 to disable capture and freeze the buffer, 0 to continue capturing.",jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,../NewPatch/Assets/Blocks\string\string.json,A string (like a guitar string) you can strike with your controller or hit with marbles to make sound.,A simulation or e.g. a guitar string with a natural sound. Can interact with other kinetic object such as your controller or marbles. Changes its sound subtly depending on where you hit it.,"[""Audio/Physical""]",[],True,Sustain,Controls for how long the string will ring out when struck (in seconds).,knob,Sustain,Send a jolt to set the sustain of the string (in seconds).,jolt input,String,Strike or hit with a marble to make sound,interactive,Length,Use the trigger button and push/pull to change the length/pitch of the string.,interactive,Pitch,Send a MIDI note (e.g. from a keyboard) to set the pitch of the string.,jolt input,Output,Sends out the sound of the string. Will mute the string when plugged in.,stream output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string_with_output,../NewPatch/Assets/Blocks\string_with_output\string_with_output.json,A physcal model of a string that can interact with marbles and your controller. Has a stream output to connect it to the rest of your patch.,,[],[],True,sustain,Control how long the string will ring out after it's been excited.,knob,brightness,Controls how bright the string sound is,knob,string,The string you can hit with ,interactive,inharmonicity,"Pull to change the radius of the string, making the sound more bell-like.",interactive,length_pitch,Pull/push to change the length of the string and thereby its pitch.,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtract,../NewPatch/Assets/Blocks\subtract\subtract.json,"Subtract one number from another and outputs the result using a simple A - B math operation, can be used to calculate difference between two signals.",,"[""Audio/Operators""]","[""add"", ""multiply"", ""divide"", ""subtract_jolt""]",True,A,Value from wich the B will be subtracted,stream input,B,Value to be subtracted from A,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtract_jolt,../NewPatch/Assets/Blocks\subtract_jolt\subtract_jolt.json,Subtracts stream number from jolt input and outputs the result as jolt.,,"[""Logic/Operators""]","[""add_jolt"", ""multiply_jolt"", ""divide_jolt"", ""subtract""]",True,Subtract,Sets the value to be subtracted from the jolt input value (without triggering the output).,stream input,Calculate,"Receives value from which the stream value will be subtracted, triggers the calculation.",jolt input,Result,Emits results of subtracting stream value from jolt value on each received jolt.,jolt output,toggle,Toggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunlight,../NewPatch/Assets/Blocks\sunlight\sunlight.json,Let you change color and sun orientation.,,"[""Visuals/Lights""]",[],True,s_IN_r," Red amount",,s_IN_g," Green amount",,s_IN_b," Blue amount",,s_IN_f, Global intensity,,hue,,,saturation,,,value,,,Grab sphere VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s_lbl,../NewPatch/Assets/Blocks\s_lbl\s_lbl.json,,,[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s_reader,../NewPatch/Assets/Blocks\s_reader\s_reader.json,"When 'IN gets an event, 'OUT fires the value of ~IN",,"[""Experimental""]",[],True,e_OUT," 'OUT",,s_IN," ~IN",,e_IN_HOT, 'IN,,e_IN_Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanh,../NewPatch/Assets/Blocks\tanh\tanh.json,Hyperbolic tangent of the stream input. Can be used to create for example soft clipping at 1 and -1.,,"[""Audio/Converters""]","[""wavefolder""]",True,s_IN_0, a,,Input,Value for which the hyperbolic tangent will be calculated.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_impact,../NewPatch/Assets/Blocks\terrain_impact\terrain_impact.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_lines,../NewPatch/Assets/Blocks\terrain_lines\terrain_lines.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_mosaic,../NewPatch/Assets/Blocks\terrain_mosaic\terrain_mosaic.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_open_waters,../NewPatch/Assets/Blocks\terrain_open_waters\terrain_open_waters.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_ripple,../NewPatch/Assets/Blocks\terrain_ripple\terrain_ripple.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain_space,../NewPatch/Assets/Blocks\terrain_space\terrain_space.json,,,"[""Terrains""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testing2,../NewPatch/Assets/Blocks\testing2\testing2.json,,,[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
